Time_Period,CEV_1_A0_kWh,CEV_1_A1R_kWh,CEV_1_A2R_kWh
1,14.8,14.8,14.8
2,13.60891587539222,13.60891587539222,13.60891587539222
3,12.361419709596555,13.60891587539222,12.361419709596555
4,11.202329912883966,12.361419709596555,11.599173261592762
5,10.0730518082198,11.202329912883966,10.440083464880173
6,10.0730518082198,10.0730518082198,11.90497769696262
7,8.788577318099192,8.788577318099192,10.620503206842011
8,7.704417693132112,10.5244,9.491225102177845
9,6.942171245128318,9.440240375032921,11.491225102177845
10,6.16497503790924,8.18822182194166,10.407065477210766
11,6.16497503790924,6.947116275983714,9.155046924119505
12,5.3919908154809475,5.752390633525652,7.913941378161559
13,4.26879744117459,7.752390633525652,9.913941378161503
14,4.26879744117459,6.6291972592192945,8.790748003855146
15,3.474287014299263,5.417878930398369,7.596022361397083
16,5.474287014299263,4.252322122487065,6.384704032576158
17,4.222268461208001,3.034190769275985,5.219147224664853
18,6.222268461208001,3.091075000000001,7.219147224664853
19,8.222268461208001,5.091075000000001,9.219147224664853
20,10.222268461208001,5.091075000000001,9.219147224664853
21,12.222268461208001,6.800000000000001,9.219147224664853
22,14.222268461208001,8.8,9.219147224664853
23,14.8,10.767175000000002,11.219147224664853
24,14.8,12.767175000000002,11.219147224664853
25,14.8,14.767175000000002,13.219147224664853
26,13.558894454042054,14.004928551996208,12.001015871453774
27,12.36416881158399,12.817431122545184,10.81351844200275
28,11.176671382132966,14.787775,10.036322234783672
29,9.96535305331204,13.481401663923474,8.729948898707146
30,11.96535305331204,13.925774999999987,10.729948898707146
31,10.799796245400735,13.14857879278091,9.956964676278853
32,9.581664892189655,12.375594570352616,9.162454249403526
33,8.275291556113132,14.346475,7.971602695787484
34,7.08444000249709,13.551964573124673,9.971602695787485
35,9.08444000249709,12.361113019508633,9.0790190343398
36,8.191856341049403,11.468529358060946,11.0790190343398
37,7.368489003801329,10.645162020812872,10.255651697091725
38,9.36848900380133,10.8,12.255651697091725
39,11.36848900380133,12.8,14.255651697091725
40,13.36848900380133,14.8,14.8
41,14.491589003801332,14.8,14.8
42,14.491589003801332,14.8,14.8
43,14.491589003801332,14.8,14.8
44,14.491589003801332,14.8,14.8
45,14.491589003801332,14.8,14.8
46,14.491589003801332,14.8,14.8
47,14.491589003801332,14.8,14.8
48,14.491589003801332,14.8,14.8
49,14.491589003801332,14.8,14.8
50,14.491589003801332,14.8,14.8
51,14.491589003801332,14.8,14.8
52,14.491589003801332,14.8,14.8
53,14.491589003801332,14.8,14.8
54,14.491589003801332,14.8,14.8
55,14.491589003801332,14.8,14.8
56,14.491589003801332,14.8,14.8
57,14.491589003801332,14.8,14.8
58,14.491589003801332,14.8,14.8
59,14.491589003801332,14.8,14.8
60,14.491589003801332,14.8,14.8
61,14.491589003801332,14.8,14.8
62,14.491589003801332,14.8,14.8
63,14.491589003801332,14.8,14.8
64,14.491589003801332,14.8,14.8
65,14.491589003801332,14.8,14.8
66,14.491589003801332,14.8,14.8
67,14.491589003801332,14.8,14.8
68,14.491589003801332,14.8,14.8
69,14.491589003801332,14.8,14.8
70,14.491589003801332,14.8,14.8
71,14.491589003801332,14.8,14.8
72,14.491589003801332,14.8,14.8
73,14.491589003801332,14.8,14.8
74,14.491589003801332,14.8,14.8
75,14.491589003801332,14.8,14.8
76,14.491589003801332,14.8,14.8
77,14.491589003801332,14.8,14.8
78,14.491589003801332,14.8,14.8
79,14.491589003801332,14.8,14.8
80,14.491589003801332,14.8,14.8
81,14.491589003801332,14.8,14.8
82,14.491589003801332,14.8,14.8
83,14.491589003801332,14.8,14.8
84,14.491589003801332,14.8,14.8
85,14.491589003801332,14.8,14.8
86,14.491589003801332,14.8,14.8
87,14.491589003801332,14.8,14.8
88,14.491589003801332,14.8,14.8
89,14.491589003801332,14.8,14.8
90,14.491589003801332,14.8,14.8
91,14.491589003801332,14.8,14.8
92,14.491589003801332,14.8,14.8
93,14.491589003801332,14.8,14.8
94,14.491589003801332,14.8,14.8
95,14.491589003801332,14.8,14.8
96,14.491589003801332,14.8,14.8
97,14.491589003801332,14.8,14.8
